incident_fact_id,country_id,year_id,attack_type_id,target_industry_id,attack_source_id,vulnerability_id,defense_mechanism_id,financial_loss_category_id,affected_users_category_id,resolution_time_category_id,financial_loss_in_million,financial_loss_usd,number_of_affected_users,incident_resolution_time_in_hours,cei,gci,ncsi,ddl,internet_users,population_2021,percentage_internet_users
747,27,2,6,6,4,4,3,4,1,2,40.29,40290000.0,206598,45,0.541,96.6,51.95,59.11,165300000,214326223,77.1
748,27,3,3,5,4,2,4,1,1,1,56.83,56830000.0,171305,54,0.541,96.6,51.95,59.11,165300000,214326223,77.1
749,165,10,6,3,4,4,1,1,4,2,63.45,63450000.0,492909,42,0.528,98.06,71.43,65.12,129800000,145102755,89.5
750,211,7,3,5,1,2,3,1,4,3,72.57,72570000.0,477493,16,0.207,99.54,89.61,79.96,65001016,67281039,96.6
751,100,7,4,3,3,3,1,2,2,1,22.94,22940000.0,622723,67,0.138,97.82,63.64,78.69,117400000,124612530,94.2
752,11,2,2,4,3,3,3,3,1,2,80.22,80220000.0,124155,40,0.131,97.47,66.23,77.61,25309515,25921089,97.6
753,42,10,2,6,4,4,5,4,3,1,34.49,34490000.0,897277,55,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
754,212,3,6,4,1,4,5,1,1,2,51.26,51260000.0,28682,44,0.145,100.0,64.94,81.05,311300000,336997624,92.4
755,100,6,4,1,3,2,5,1,2,2,73.04,73040000.0,512431,44,0.138,97.82,63.64,78.69,117400000,124612530,94.2
756,11,4,6,5,4,4,2,2,1,2,19.14,19140000.0,171977,44,0.131,97.47,66.23,77.61,25309515,25921089,97.6
757,211,1,6,7,1,4,5,4,3,2,38.72,38720000.0,943070,36,0.207,99.54,89.61,79.96,65001016,67281039,96.6
758,100,7,1,2,3,4,1,2,3,3,14.88,14880000.0,887855,7,0.138,97.82,63.64,78.69,117400000,124612530,94.2
759,212,4,5,6,3,4,2,1,2,3,54.05,54050000.0,535110,2,0.145,100.0,64.94,81.05,311300000,336997624,92.4
760,212,7,3,7,3,4,4,4,3,3,42.29,42290000.0,817386,8,0.145,100.0,64.94,81.05,311300000,336997624,92.4
761,92,4,4,1,3,3,3,3,1,3,96.59,96590000.0,206552,13,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
762,27,6,3,2,1,4,2,1,1,3,71.35,71350000.0,154966,19,0.541,96.6,51.95,59.11,165300000,214326223,77.1
763,71,2,4,1,4,2,2,1,2,2,54.5,54500000.0,511287,34,0.228,97.6,84.42,77.29,59470000,64531444,92.2
764,76,9,6,1,4,2,5,3,4,2,94.48,94480000.0,426499,37,0.241,97.41,90.91,80.01,77794405,83408554,93.3
765,211,2,3,7,1,1,2,1,1,2,73.63,73630000.0,15907,36,0.207,99.54,89.61,79.96,65001016,67281039,96.6
766,211,8,4,2,3,3,1,4,4,2,36.15,36150000.0,375734,31,0.207,99.54,89.61,79.96,65001016,67281039,96.6
767,27,9,2,3,4,4,4,2,3,3,19.18,19180000.0,993826,7,0.541,96.6,51.95,59.11,165300000,214326223,77.1
768,92,9,5,1,3,1,2,3,4,3,83.18,83180000.0,397813,12,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
769,71,10,5,1,2,4,5,1,1,3,70.98,70980000.0,185001,3,0.228,97.6,84.42,77.29,59470000,64531444,92.2
770,100,10,1,5,2,2,2,2,3,3,7.99,7990000.0,805548,10,0.138,97.82,63.64,78.69,117400000,124612530,94.2
771,27,1,6,6,3,2,3,1,2,2,74.74,74740000.0,562552,37,0.541,96.6,51.95,59.11,165300000,214326223,77.1
772,27,4,2,2,3,4,5,4,2,2,33.12,33119999.999999996,724513,46,0.541,96.6,51.95,59.11,165300000,214326223,77.1
773,211,10,6,7,4,1,5,1,2,1,54.1,54100000.0,715395,60,0.207,99.54,89.61,79.96,65001016,67281039,96.6
774,71,6,5,7,4,2,3,3,1,3,75.13,75130000.0,177097,15,0.228,97.6,84.42,77.29,59470000,64531444,92.2
775,11,6,3,1,4,2,4,1,4,3,56.34,56340000.0,407084,11,0.131,97.47,66.23,77.61,25309515,25921089,97.6
776,211,9,4,4,1,1,1,2,3,1,23.66,23660000.0,889641,50,0.207,99.54,89.61,79.96,65001016,67281039,96.6
777,212,5,6,5,4,3,3,2,4,3,17.81,17810000.0,378105,4,0.145,100.0,64.94,81.05,311300000,336997624,92.4
778,76,6,6,2,1,3,3,4,2,1,43.96,43960000.0,597987,50,0.241,97.41,90.91,80.01,77794405,83408554,93.3
779,212,4,2,2,2,1,4,3,1,2,77.07,77070000.0,10600,47,0.145,100.0,64.94,81.05,311300000,336997624,92.4
780,71,2,6,4,1,3,3,2,2,2,10.82,10820000.0,586784,26,0.228,97.6,84.42,77.29,59470000,64531444,92.2
781,92,9,6,1,2,2,1,4,4,2,48.53,48530000.0,421083,28,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
782,11,9,5,2,4,1,3,3,1,2,94.86,94860000.0,127127,47,0.131,97.47,66.23,77.61,25309515,25921089,97.6
783,42,2,2,3,2,2,1,2,2,2,15.92,15920000.0,668188,38,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
784,100,4,6,2,1,1,2,2,4,1,11.28,11280000.0,433618,59,0.138,97.82,63.64,78.69,117400000,124612530,94.2
785,76,9,2,7,4,1,3,2,1,1,3.86,3860000.0,51176,61,0.241,97.41,90.91,80.01,77794405,83408554,93.3
786,76,2,6,5,4,3,1,4,3,3,34.35,34350000.0,918452,16,0.241,97.41,90.91,80.01,77794405,83408554,93.3
787,76,9,5,4,3,1,1,3,1,2,84.92,84920000.0,152814,33,0.241,97.41,90.91,80.01,77794405,83408554,93.3
788,212,3,3,6,1,3,1,1,2,2,74.57,74570000.0,502149,29,0.145,100.0,64.94,81.05,311300000,336997624,92.4
789,212,5,5,4,3,4,1,3,1,3,89.81,89810000.0,46960,16,0.145,100.0,64.94,81.05,311300000,336997624,92.4
790,27,3,6,3,2,3,3,4,2,3,40.66,40660000.0,651335,21,0.541,96.6,51.95,59.11,165300000,214326223,77.1
791,27,4,1,7,1,3,1,1,2,2,69.83,69830000.0,587034,35,0.541,96.6,51.95,59.11,165300000,214326223,77.1
792,71,1,3,4,1,4,4,3,3,1,79.58,79580000.0,856278,71,0.228,97.6,84.42,77.29,59470000,64531444,92.2
793,42,8,1,1,1,2,5,3,3,1,79.07,79070000.0,880586,56,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
794,212,5,1,3,1,3,3,3,1,2,81.56,81560000.0,78873,27,0.145,100.0,64.94,81.05,311300000,336997624,92.4
795,11,3,1,1,1,3,3,1,3,1,62.81,62810000.0,810106,66,0.131,97.47,66.23,77.61,25309515,25921089,97.6
796,76,7,1,3,1,2,3,4,3,1,28.71,28710000.0,937384,67,0.241,97.41,90.91,80.01,77794405,83408554,93.3
797,100,9,3,6,4,4,3,4,1,3,36.68,36680000.0,231307,4,0.138,97.82,63.64,78.69,117400000,124612530,94.2
798,42,2,1,5,1,3,5,1,3,1,71.75,71750000.0,816710,60,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
799,212,5,3,7,4,3,4,2,3,2,17.21,17210000.0,896828,33,0.145,100.0,64.94,81.05,311300000,336997624,92.4
800,211,2,1,7,1,1,1,4,3,2,48.47,48470000.0,937466,28,0.207,99.54,89.61,79.96,65001016,67281039,96.6
801,42,6,1,1,3,1,5,2,1,2,11.72,11720000.0,81518,47,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
802,27,1,2,5,1,4,5,2,4,1,1.35,1350000.0,371048,56,0.541,96.6,51.95,59.11,165300000,214326223,77.1
803,212,5,4,5,1,3,1,2,1,1,20.13,20130000.0,25946,68,0.145,100.0,64.94,81.05,311300000,336997624,92.4
804,71,3,3,2,2,4,1,2,3,2,14.99,14990000.0,942088,46,0.228,97.6,84.42,77.29,59470000,64531444,92.2
805,100,1,2,7,2,4,3,4,3,1,28.8,28800000.0,915532,68,0.138,97.82,63.64,78.69,117400000,124612530,94.2
806,212,4,6,3,2,3,1,3,3,3,99.49,99490000.0,755576,23,0.145,100.0,64.94,81.05,311300000,336997624,92.4
807,27,4,2,2,2,1,1,2,2,2,6.3,6300000.0,661644,29,0.541,96.6,51.95,59.11,165300000,214326223,77.1
808,211,5,1,7,2,1,5,3,1,3,95.75,95750000.0,168951,13,0.207,99.54,89.61,79.96,65001016,67281039,96.6
809,165,8,3,5,2,1,3,4,3,2,49.87,49870000.0,816398,39,0.528,98.06,71.43,65.12,129800000,145102755,89.5
810,92,3,1,2,1,4,1,3,1,3,83.49,83490000.0,79933,23,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
811,212,5,2,3,3,1,3,3,2,2,83.84,83840000.0,506149,35,0.145,100.0,64.94,81.05,311300000,336997624,92.4
812,100,7,4,6,3,4,4,3,1,2,81.26,81260000.0,245015,41,0.138,97.82,63.64,78.69,117400000,124612530,94.2
813,100,3,6,1,1,1,5,1,3,1,66.81,66810000.0,966993,64,0.138,97.82,63.64,78.69,117400000,124612530,94.2
814,11,2,2,2,3,3,4,3,1,2,88.87,88870000.0,235062,32,0.131,97.47,66.23,77.61,25309515,25921089,97.6
815,27,8,4,4,4,4,2,3,1,1,75.08,75080000.0,132520,56,0.541,96.6,51.95,59.11,165300000,214326223,77.1
816,76,2,6,6,4,1,5,1,3,1,56.57,56570000.0,869605,51,0.241,97.41,90.91,80.01,77794405,83408554,93.3
817,212,3,4,1,1,2,1,3,2,3,96.27,96270000.0,637264,11,0.145,100.0,64.94,81.05,311300000,336997624,92.4
818,165,7,1,1,2,1,5,4,3,3,45.6,45600000.0,759356,1,0.528,98.06,71.43,65.12,129800000,145102755,89.5
819,27,7,1,2,1,4,3,1,2,3,69.37,69370000.0,666096,9,0.541,96.6,51.95,59.11,165300000,214326223,77.1
820,92,7,6,7,3,4,1,1,3,1,68.91,68910000.0,851981,57,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
821,11,10,4,1,3,2,3,2,1,1,14.97,14970000.0,214740,57,0.131,97.47,66.23,77.61,25309515,25921089,97.6
822,27,2,4,3,1,3,5,4,4,1,35.94,35940000.0,372653,60,0.541,96.6,51.95,59.11,165300000,214326223,77.1
823,92,10,4,1,3,2,3,1,3,3,64.23,64230000.00000001,903871,17,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
824,92,1,2,2,3,1,5,1,3,3,64.29,64290000.00000001,924049,5,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
825,11,6,2,3,3,4,2,3,1,2,98.05,98050000.0,193983,31,0.131,97.47,66.23,77.61,25309515,25921089,97.6
826,165,7,5,7,3,3,5,2,3,1,11.04,11040000.0,904330,49,0.528,98.06,71.43,65.12,129800000,145102755,89.5
827,92,4,6,2,3,4,2,1,3,3,52.05,52050000.0,874254,11,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
828,76,6,3,4,3,2,4,4,2,2,28.81,28810000.0,691190,27,0.241,97.41,90.91,80.01,77794405,83408554,93.3
829,42,10,1,5,3,1,3,1,4,2,61.42,61420000.0,412245,48,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
830,71,7,3,4,2,3,1,1,4,3,53.77,53770000.0,302180,11,0.228,97.6,84.42,77.29,59470000,64531444,92.2
831,212,2,5,3,3,1,2,2,2,3,8.21,8210000.000000001,537592,11,0.145,100.0,64.94,81.05,311300000,336997624,92.4
832,27,8,6,6,3,4,2,4,2,3,25.85,25850000.0,632061,2,0.541,96.6,51.95,59.11,165300000,214326223,77.1
833,27,1,1,6,3,1,4,1,1,2,67.52,67520000.0,224815,32,0.541,96.6,51.95,59.11,165300000,214326223,77.1
834,92,8,1,5,4,3,3,2,1,2,23.91,23910000.0,169310,36,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
835,100,9,3,7,3,1,3,3,2,1,86.98,86980000.0,635827,72,0.138,97.82,63.64,78.69,117400000,124612530,94.2
836,211,8,5,5,4,4,3,1,2,2,63.67,63670000.0,560021,43,0.207,99.54,89.61,79.96,65001016,67281039,96.6
837,100,7,3,3,3,4,1,1,3,3,61.03,61030000.0,768506,11,0.138,97.82,63.64,78.69,117400000,124612530,94.2
838,11,4,4,4,1,1,2,4,3,1,39.94,39940000.0,755469,58,0.131,97.47,66.23,77.61,25309515,25921089,97.6
839,92,8,5,6,1,1,1,1,1,3,74.05,74050000.0,205336,2,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
840,71,6,1,5,3,1,3,2,3,3,7.52,7520000.0,957779,17,0.228,97.6,84.42,77.29,59470000,64531444,92.2
841,211,3,2,2,1,1,1,4,1,3,29.47,29470000.0,85644,3,0.207,99.54,89.61,79.96,65001016,67281039,96.6
842,71,5,3,7,2,2,4,3,2,2,75.99,75990000.0,561713,31,0.228,97.6,84.42,77.29,59470000,64531444,92.2
843,76,3,4,4,2,3,3,1,4,3,53.57,53570000.0,287762,13,0.241,97.41,90.91,80.01,77794405,83408554,93.3
844,92,1,4,4,4,4,5,3,4,3,76.08,76080000.0,471550,5,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
845,100,4,6,5,2,2,1,1,1,1,69.19,69190000.0,33209,66,0.138,97.82,63.64,78.69,117400000,124612530,94.2
846,42,3,4,6,4,2,3,4,4,2,45.83,45830000.0,395251,33,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
847,76,5,1,5,1,4,3,2,4,1,14.77,14770000.0,491791,66,0.241,97.41,90.91,80.01,77794405,83408554,93.3
848,11,2,4,4,1,2,1,1,4,1,53.81,53810000.0,279874,66,0.131,97.47,66.23,77.61,25309515,25921089,97.6
849,71,5,2,5,2,2,4,1,3,2,71.94,71940000.0,881326,43,0.228,97.6,84.42,77.29,59470000,64531444,92.2
850,211,9,1,5,3,4,1,1,2,2,68.86,68860000.0,749700,35,0.207,99.54,89.61,79.96,65001016,67281039,96.6
851,211,8,4,3,3,3,4,3,2,3,97.56,97560000.0,722445,10,0.207,99.54,89.61,79.96,65001016,67281039,96.6
852,212,9,5,3,3,4,1,3,2,3,84.13,84130000.0,695841,21,0.145,100.0,64.94,81.05,311300000,336997624,92.4
853,212,6,6,3,1,1,4,4,3,2,40.95,40950000.0,803757,33,0.145,100.0,64.94,81.05,311300000,336997624,92.4
854,100,8,1,5,2,4,1,2,1,1,20.16,20160000.0,174510,60,0.138,97.82,63.64,78.69,117400000,124612530,94.2
855,76,8,6,6,1,4,5,2,3,2,11.51,11510000.0,857660,37,0.241,97.41,90.91,80.01,77794405,83408554,93.3
856,211,6,6,1,4,4,4,4,2,2,47.67,47670000.0,729265,42,0.207,99.54,89.61,79.96,65001016,67281039,96.6
857,92,9,4,6,1,2,1,4,3,2,38.89,38890000.0,836604,44,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
858,42,2,2,3,2,2,1,3,3,2,91.69,91690000.0,885843,46,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
859,71,1,3,2,4,1,3,2,3,1,17.94,17940000.0,808798,60,0.228,97.6,84.42,77.29,59470000,64531444,92.2
860,165,4,3,7,1,2,5,4,4,3,30.5,30500000.0,401208,10,0.528,98.06,71.43,65.12,129800000,145102755,89.5
861,100,7,5,4,3,3,3,3,4,2,77.33,77330000.0,380970,44,0.138,97.82,63.64,78.69,117400000,124612530,94.2
862,212,7,4,4,1,1,3,1,1,1,70.03,70030000.0,248437,70,0.145,100.0,64.94,81.05,311300000,336997624,92.4
863,11,10,6,6,1,3,1,1,2,2,66.49,66489999.99999999,709125,37,0.131,97.47,66.23,77.61,25309515,25921089,97.6
864,100,4,2,2,1,1,4,2,2,1,5.33,5330000.0,656250,67,0.138,97.82,63.64,78.69,117400000,124612530,94.2
865,92,6,5,4,4,2,4,2,1,1,10.46,10460000.0,32616,63,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
866,11,3,4,4,4,3,4,4,4,3,39.3,39300000.0,290846,3,0.131,97.47,66.23,77.61,25309515,25921089,97.6
867,92,9,1,1,2,2,5,2,2,2,23.83,23830000.0,557428,38,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
868,100,1,1,1,2,4,4,1,1,3,59.13,59130000.0,182440,8,0.138,97.82,63.64,78.69,117400000,124612530,94.2
869,11,7,1,3,2,1,3,4,4,1,30.24,30240000.0,292383,71,0.131,97.47,66.23,77.61,25309515,25921089,97.6
870,71,3,1,3,3,2,5,3,1,2,86.82,86820000.0,99728,44,0.228,97.6,84.42,77.29,59470000,64531444,92.2
871,212,1,1,5,2,3,5,1,4,2,66.39,66390000.0,365006,47,0.145,100.0,64.94,81.05,311300000,336997624,92.4
872,165,5,5,7,3,4,3,1,2,2,61.11,61110000.0,605427,33,0.528,98.06,71.43,65.12,129800000,145102755,89.5
873,212,8,2,6,1,2,5,2,3,3,7.65,7650000.0,864358,11,0.145,100.0,64.94,81.05,311300000,336997624,92.4
874,212,2,5,6,4,2,2,2,2,2,9.82,9820000.0,610968,26,0.145,100.0,64.94,81.05,311300000,336997624,92.4
875,42,2,1,5,1,1,4,1,4,2,67.28,67280000.0,413150,27,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
876,212,3,2,2,3,1,2,2,2,2,13.14,13140000.0,681956,35,0.145,100.0,64.94,81.05,311300000,336997624,92.4
877,11,2,3,5,4,3,4,3,1,3,84.46,84460000.0,94162,15,0.131,97.47,66.23,77.61,25309515,25921089,97.6
878,71,9,3,6,1,2,4,2,2,1,9.43,9430000.0,565002,72,0.228,97.6,84.42,77.29,59470000,64531444,92.2
879,71,3,4,6,3,4,3,3,4,3,90.69,90690000.0,275185,20,0.228,97.6,84.42,77.29,59470000,64531444,92.2
880,165,7,1,6,1,2,1,4,4,3,37.47,37470000.0,476758,19,0.528,98.06,71.43,65.12,129800000,145102755,89.5
881,212,10,6,1,1,3,2,2,4,3,7.2,7200000.0,312607,24,0.145,100.0,64.94,81.05,311300000,336997624,92.4
882,165,3,4,1,1,3,5,3,3,3,94.15,94150000.0,963192,7,0.528,98.06,71.43,65.12,129800000,145102755,89.5
883,11,1,2,4,4,4,2,4,2,3,42.15,42150000.0,680874,8,0.131,97.47,66.23,77.61,25309515,25921089,97.6
884,71,4,1,3,1,1,2,2,3,3,15.71,15710000.0,904770,4,0.228,97.6,84.42,77.29,59470000,64531444,92.2
885,212,8,6,3,1,3,2,3,4,3,98.46,98460000.0,429452,6,0.145,100.0,64.94,81.05,311300000,336997624,92.4
886,212,4,5,4,1,1,2,1,3,2,51.71,51710000.0,858128,35,0.145,100.0,64.94,81.05,311300000,336997624,92.4
887,42,7,2,2,3,2,3,4,2,2,42.26,42260000.0,615849,44,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
888,211,5,4,2,3,4,4,3,4,2,99.45,99450000.0,467349,44,0.207,99.54,89.61,79.96,65001016,67281039,96.6
889,71,7,6,6,3,3,3,1,1,2,63.74,63740000.0,235418,28,0.228,97.6,84.42,77.29,59470000,64531444,92.2
890,11,3,6,5,2,3,3,2,3,2,5.05,5050000.0,823606,25,0.131,97.47,66.23,77.61,25309515,25921089,97.6
891,42,6,6,5,3,2,4,3,3,1,89.38,89380000.0,923489,66,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
892,212,10,4,5,1,1,1,1,2,1,58.57,58570000.0,630793,64,0.145,100.0,64.94,81.05,311300000,336997624,92.4
893,71,1,6,2,4,4,5,1,2,1,65.83,65830000.0,691903,54,0.228,97.6,84.42,77.29,59470000,64531444,92.2
894,211,5,4,3,1,3,4,3,1,3,79.79,79790000.0,133632,8,0.207,99.54,89.61,79.96,65001016,67281039,96.6
895,11,3,4,1,2,3,1,3,1,2,90.5,90500000.0,42278,45,0.131,97.47,66.23,77.61,25309515,25921089,97.6
896,76,2,4,5,4,4,5,2,1,3,2.1,2100000.0,176471,9,0.241,97.41,90.91,80.01,77794405,83408554,93.3
897,92,1,6,7,1,1,3,1,3,1,63.72,63720000.0,916516,68,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
898,100,9,6,3,1,1,4,3,2,1,87.8,87800000.0,510002,62,0.138,97.82,63.64,78.69,117400000,124612530,94.2
899,211,1,2,5,3,2,3,3,4,1,82.45,82450000.0,435994,51,0.207,99.54,89.61,79.96,65001016,67281039,96.6
900,92,2,5,5,1,2,3,1,2,1,66.19,66190000.0,537670,55,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
901,165,8,2,1,1,1,4,4,3,1,39.62,39620000.0,850339,50,0.528,98.06,71.43,65.12,129800000,145102755,89.5
902,100,7,1,3,4,4,4,4,3,3,35.46,35460000.0,937562,10,0.138,97.82,63.64,78.69,117400000,124612530,94.2
903,71,6,2,3,3,2,1,2,4,3,10.62,10620000.0,405267,5,0.228,97.6,84.42,77.29,59470000,64531444,92.2
904,42,8,1,3,4,4,3,3,4,1,80.76,80760000.0,346279,59,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
905,27,2,1,7,3,4,3,2,3,1,10.45,10450000.0,889928,63,0.541,96.6,51.95,59.11,165300000,214326223,77.1
906,71,4,6,4,4,2,2,2,4,2,0.95,950000.0,376206,44,0.228,97.6,84.42,77.29,59470000,64531444,92.2
907,92,4,5,5,4,2,2,4,1,3,27.14,27140000.0,227433,13,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
908,76,9,5,4,3,3,3,1,4,2,54.79,54790000.0,393779,39,0.241,97.41,90.91,80.01,77794405,83408554,93.3
909,165,8,5,5,2,2,1,4,2,2,41.08,41080000.0,529025,42,0.528,98.06,71.43,65.12,129800000,145102755,89.5
910,27,10,3,2,4,3,3,2,4,3,8.94,8940000.0,451311,14,0.541,96.6,51.95,59.11,165300000,214326223,77.1
911,92,3,5,2,4,1,5,3,2,2,98.11,98110000.0,677198,28,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
912,165,10,3,4,3,2,3,2,4,1,9.4,9400000.0,480988,59,0.528,98.06,71.43,65.12,129800000,145102755,89.5
913,11,1,5,7,3,2,5,4,2,1,46.39,46390000.0,605536,61,0.131,97.47,66.23,77.61,25309515,25921089,97.6
914,27,4,5,1,3,1,2,4,3,2,30.61,30610000.0,910960,31,0.541,96.6,51.95,59.11,165300000,214326223,77.1
915,42,4,5,1,3,3,2,4,4,3,43.98,43980000.0,386308,3,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
916,11,3,3,1,4,1,5,1,1,3,54.38,54380000.0,100855,2,0.131,97.47,66.23,77.61,25309515,25921089,97.6
917,42,9,2,2,2,1,2,2,4,3,23.74,23740000.0,317922,18,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
918,212,4,1,5,4,3,4,3,1,1,82.13,82130000.0,220618,59,0.145,100.0,64.94,81.05,311300000,336997624,92.4
919,92,1,5,7,1,2,5,2,3,1,24.7,24700000.0,825941,54,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
920,42,8,2,2,4,1,2,1,4,3,60.9,60900000.0,331234,3,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
921,42,6,3,7,1,2,2,2,3,1,14.61,14610000.0,855055,59,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
922,100,8,1,7,4,2,4,4,4,2,34.31,34310000.0,305329,40,0.138,97.82,63.64,78.69,117400000,124612530,94.2
923,100,6,4,3,3,1,3,4,4,1,32.39,32390000.0,442923,57,0.138,97.82,63.64,78.69,117400000,124612530,94.2
924,211,1,5,1,4,1,4,3,3,3,79.3,79300000.0,893277,15,0.207,99.54,89.61,79.96,65001016,67281039,96.6
925,42,6,2,4,2,3,3,4,1,1,30.86,30860000.0,240532,64,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
926,212,2,1,4,3,3,4,3,3,1,93.14,93140000.0,947960,55,0.145,100.0,64.94,81.05,311300000,336997624,92.4
927,27,4,2,4,2,4,2,1,4,2,52.87,52870000.0,437283,30,0.541,96.6,51.95,59.11,165300000,214326223,77.1
928,42,5,2,4,2,3,2,4,3,3,29.61,29610000.0,761390,7,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
929,71,5,4,6,2,3,1,4,3,3,25.75,25750000.0,998507,15,0.228,97.6,84.42,77.29,59470000,64531444,92.2
930,92,3,1,6,1,2,1,3,2,1,82.17,82170000.0,593329,62,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
931,211,5,4,1,2,4,3,1,1,1,60.07,60070000.0,197590,62,0.207,99.54,89.61,79.96,65001016,67281039,96.6
932,100,3,5,1,1,1,2,1,1,3,50.75,50750000.0,53111,15,0.138,97.82,63.64,78.69,117400000,124612530,94.2
933,11,3,4,6,1,2,4,2,1,1,14.88,14880000.0,69641,54,0.131,97.47,66.23,77.61,25309515,25921089,97.6
934,76,8,1,5,2,3,4,1,3,1,73.98,73980000.0,953770,54,0.241,97.41,90.91,80.01,77794405,83408554,93.3
935,100,9,6,6,3,3,5,4,2,3,42.33,42330000.0,643549,20,0.138,97.82,63.64,78.69,117400000,124612530,94.2
936,27,8,3,2,2,4,4,3,3,2,77.98,77980000.0,899279,39,0.541,96.6,51.95,59.11,165300000,214326223,77.1
937,92,2,5,2,4,1,4,2,3,2,8.55,8550000.0,857887,44,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
938,165,2,4,3,4,4,5,4,2,1,30.57,30570000.0,503775,71,0.528,98.06,71.43,65.12,129800000,145102755,89.5
939,100,1,6,5,4,3,5,4,4,3,36.98,36980000.0,452892,17,0.138,97.82,63.64,78.69,117400000,124612530,94.2
940,165,4,5,4,4,2,1,2,4,3,24.06,24060000.0,327566,6,0.528,98.06,71.43,65.12,129800000,145102755,89.5
941,11,4,5,2,2,4,4,1,3,3,50.66,50660000.0,851204,3,0.131,97.47,66.23,77.61,25309515,25921089,97.6
942,211,3,3,3,1,2,4,3,3,2,79.27,79270000.0,923309,29,0.207,99.54,89.61,79.96,65001016,67281039,96.6
943,27,9,4,1,3,4,2,1,1,2,71.86,71860000.0,151590,30,0.541,96.6,51.95,59.11,165300000,214326223,77.1
944,211,8,1,2,3,2,4,2,4,3,21.01,21010000.0,452432,8,0.207,99.54,89.61,79.96,65001016,67281039,96.6
945,100,1,5,6,3,3,5,3,3,1,95.38,95380000.0,769596,65,0.138,97.82,63.64,78.69,117400000,124612530,94.2
946,76,8,4,1,4,3,2,2,4,2,14.79,14790000.0,407151,37,0.241,97.41,90.91,80.01,77794405,83408554,93.3
947,27,9,1,5,3,1,1,4,4,1,45.97,45970000.0,312555,67,0.541,96.6,51.95,59.11,165300000,214326223,77.1
948,27,5,3,3,4,3,3,3,4,1,76.39,76390000.0,311908,68,0.541,96.6,51.95,59.11,165300000,214326223,77.1
949,42,4,2,1,2,4,4,1,1,2,68.55,68550000.0,59979,41,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
950,100,5,2,5,4,4,2,2,1,1,9.86,9860000.0,233545,55,0.138,97.82,63.64,78.69,117400000,124612530,94.2
951,71,6,3,6,1,4,5,3,2,2,89.85,89850000.0,722081,33,0.228,97.6,84.42,77.29,59470000,64531444,92.2
952,165,10,6,4,3,2,2,3,3,2,76.99,76990000.0,873037,31,0.528,98.06,71.43,65.12,129800000,145102755,89.5
953,92,8,2,5,3,1,1,2,4,3,12.08,12080000.0,482213,3,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
954,92,6,4,2,1,4,2,4,2,3,39.72,39720000.0,512850,15,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
955,42,9,3,7,1,4,1,4,3,1,37.73,37730000.0,849834,56,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
956,27,8,2,6,2,2,4,3,2,3,78.03,78030000.0,660707,11,0.541,96.6,51.95,59.11,165300000,214326223,77.1
957,212,7,5,2,4,1,1,2,2,3,6.77,6770000.0,697935,16,0.145,100.0,64.94,81.05,311300000,336997624,92.4
